timestamp,X,Y,Z,RMS,X_mean,Y_mean,Z_mean,RMS_mean,X_std,Y_std,Z_std,RMS_std,X_skew,Y_skew,Z_skew,RMS_skew,X_kurt,Y_kurt,Z_kurt,RMS_kurt,target
0,-0.0999644133541594,-0.2849319506801661,-1.0113841996771114,1.055498507726163,-0.11677358547681954,-0.2411680591618099,-1.0201358395169404,1.0553809823300515,0.03222516427448101,0.015848104235501995,0.0300621128393883,0.028970361120679067,0.4736752982311201,-1.3474050139027947,0.027603210431596352,-0.013593665382423275,-1.407601312947356,1.9184632484774014,-0.03759638726137782,-0.06852951916468886,0
100,-0.0934980448845886,-0.2955366110855769,-1.0247682407278405,1.07062305228947,-0.11677358547681954,-0.2411680591618099,-1.0201358395169404,1.0553809823300515,0.03222516427448101,0.015848104235501995,0.0300621128393883,0.028970361120679067,0.4736752982311201,-1.3474050139027947,0.027603210431596352,-0.013593665382423275,-1.407601312947356,1.9184632484774014,-0.03759638726137782,-0.06852951916468886,0
200,-0.0990477708712869,-0.2927026248275782,-1.0611395528020178,1.105216014187449,-0.11677358547681954,-0.2411680591618099,-1.0201358395169404,1.0553809823300515,0.03222516427448101,0.015848104235501995,0.0300621128393883,0.028970361120679067,0.4736752982311201,-1.3474050139027947,0.027603210431596352,-0.013593665382423275,-1.407601312947356,1.9184632484774014,-0.03759638726137782,-0.06852951916468886,0
300,-0.0980851656806347,-0.2941725064139304,-1.06289726007628,1.1072076357820673,-0.11677358547681954,-0.2411680591618099,-1.0201358395169404,1.0553809823300515,0.03222516427448101,0.015848104235501995,0.0300621128393883,0.028970361120679067,0.4736752982311201,-1.3474050139027947,0.027603210431596352,-0.013593665382423275,-1.407601312947356,1.9184632484774014,-0.03759638726137782,-0.06852951916468886,0
400,-0.0924537088356919,-0.2920659664552297,-1.038320359996873,1.0825707307252208,-0.11677358547681954,-0.2411680591618099,-1.0201358395169404,1.0553809823300515,0.03222516427448101,0.015848104235501995,0.0300621128393883,0.028970361120679067,0.4736752982311201,-1.3474050139027947,0.027603210431596352,-0.013593665382423275,-1.407601312947356,1.9184632484774014,-0.03759638726137782,-0.06852951916468886,0
500,-0.0971569025388665,-0.2856652566424848,-1.0249474305164872,1.0684387384805518,-0.11677358547681954,-0.2411680591618099,-1.0201358395169404,1.0553809823300515,0.03222516427448101,0.015848104235501995,0.0300621128393883,0.028970361120679067,0.4736752982311201,-1.3474050139027947,0.027603210431596352,-0.013593665382423275,-1.407601312947356,1.9184632484774014,-0.03759638726137782,-0.06852951916468886,0
600,-0.0970362079339899,-0.2908022987673677,-0.9929473435507556,1.039195087403273,-0.11677358547681954,-0.2411680591618099,-1.0201358395169404,1.0553809823300515,0.03222516427448101,0.015848104235501995,0.0300621128393883,0.028970361120679067,0.4736752982311201,-1.3474050139027947,0.027603210431596352,-0.013593665382423275,-1.407601312947356,1.9184632484774014,-0.03759638726137782,-0.06852951916468886,0
700,-0.1007803958806927,-0.2919030660831552,-1.0338443355535685,1.078980165869056,-0.11677358547681954,-0.2411680591618099,-1.0201358395169404,1.0553809823300515,0.03222516427448101,0.015848104235501995,0.0300621128393883,0.028970361120679067,0.4736752982311201,-1.3474050139027947,0.027603210431596352,-0.013593665382423275,-1.407601312947356,1.9184632484774014,-0.03759638726137782,-0.06852951916468886,0
800,-0.0965255034143042,-0.3006712077232378,-1.0297222600360956,1.0770553749817042,-0.11677358547681954,-0.2411680591618099,-1.0201358395169404,1.0553809823300515,0.03222516427448101,0.015848104235501995,0.0300621128393883,0.028970361120679067,0.4736752982311201,-1.3474050139027947,0.027603210431596352,-0.013593665382423275,-1.407601312947356,1.9184632484774014,-0.03759638726137782,-0.06852951916468886,0
900,-0.0922074045598965,-0.3040609390225293,-1.0252829463535205,1.0733873393040791,-0.11677358547681954,-0.2411680591618099,-1.0201358395169404,1.0553809823300515,0.03222516427448101,0.015848104235501995,0.0300621128393883,0.028970361120679067,0.4736752982311201,-1.3474050139027947,0.027603210431596352,-0.013593665382423275,-1.407601312947356,1.9184632484774014,-0.03759638726137782,-0.06852951916468886,0
1000,-0.1017371806009739,-0.2988343649038849,-1.0003207777074932,1.048949040648528,-0.11677358547681954,-0.2411680591618099,-1.0201358395169404,1.0553809823300515,0.03222516427448101,0.015848104235501995,0.0300621128393883,0.028970361120679067,0.4736752982311201,-1.3474050139027947,0.027603210431596352,-0.013593665382423275,-1.407601312947356,1.9184632484774014,-0.03759638726137782,-0.06852951916468886,0
1100,-0.1029920054929638,-0.2762208425429272,-1.0089951877216974,1.051178669825511,-0.11677358547681954,-0.2411680591618099,-1.0201358395169404,1.0553809823300515,0.03222516427448101,0.015848104235501995,0.0300621128393883,0.028970361120679067,0.4736752982311201,-1.3474050139027947,0.027603210431596352,-0.013593665382423275,-1.407601312947356,1.9184632484774014,-0.03759638726137782,-0.06852951916468886,0
1200,-0.0966458309741129,-0.3015401398055373,-0.9807074946781326,1.0305600723278965,-0.11677358547681954,-0.2411680591618099,-1.0201358395169404,1.0553809823300515,0.03222516427448101,0.015848104235501995,0.0300621128393883,0.028970361120679067,0.4736752982311201,-1.3474050139027947,0.027603210431596352,-0.013593665382423275,-1.407601312947356,1.9184632484774014,-0.03759638726137782,-0.06852951916468886,0
1300,-0.0984618322718995,-0.2936679350819818,-0.9457191342931386,0.9951483655605421,-0.11677358547681954,-0.2411680591618099,-1.0201358395169404,1.0553809823300515,0.03222516427448101,0.015848104235501995,0.0300621128393883,0.028970361120679067,0.4736752982311201,-1.3474050139027947,0.027603210431596352,-0.013593665382423275,-1.407601312947356,1.9184632484774014,-0.03759638726137782,-0.06852951916468886,0
1400,-0.1020101543258977,-0.2791398716376195,-1.0627636826162634,1.1035360368431752,-0.11677358547681954,-0.2411680591618099,-1.0201358395169404,1.0553809823300515,0.03222516427448101,0.015848104235501995,0.0300621128393883,0.028970361120679067,0.4736752982311201,-1.3474050139027947,0.027603210431596352,-0.013593665382423275,-1.407601312947356,1.9184632484774014,-0.03759638726137782,-0.06852951916468886,0
1500,-0.0941453045325598,-0.2945849631286438,-1.0355761793463822,1.0807690142193582,-0.11677358547681954,-0.2411680591618099,-1.0201358395169404,1.0553809823300515,0.03222516427448101,0.015848104235501995,0.0300621128393883,0.028970361120679067,0.4736752982311201,-1.3474050139027947,0.027603210431596352,-0.013593665382423275,-1.407601312947356,1.9184632484774014,-0.03759638726137782,-0.06852951916468886,0
1600,-0.0961748680059592,-0.2999962897226662,-0.9797703197356704,1.02917309453671,-0.11677358547681954,-0.2411680591618099,-1.0201358395169404,1.0553809823300515,0.03222516427448101,0.015848104235501995,0.0300621128393883,0.028970361120679067,0.4736752982311201,-1.3474050139027947,0.027603210431596352,-0.013593665382423275,-1.407601312947356,1.9184632484774014,-0.03759638726137782,-0.06852951916468886,0
1700,-0.0948101741844159,-0.2964055939999619,-1.0206387085714588,1.0670279371777314,-0.11677358547681954,-0.2411680591618099,-1.0201358395169404,1.0553809823300515,0.03222516427448101,0.015848104235501995,0.0300621128393883,0.028970361120679067,0.4736752982311201,-1.3474050139027947,0.027603210431596352,-0.013593665382423275,-1.407601312947356,1.9184632484774014,-0.03759638726137782,-0.06852951916468886,0
1800,-0.0951029498233984,-0.2764188577114841,-0.9763525460601424,1.0191742982246736,-0.11677358547681954,-0.2411680591618099,-1.0201358395169404,1.0553809823300515,0.03222516427448101,0.015848104235501995,0.0300621128393883,0.028970361120679067,0.4736752982311201,-1.3474050139027947,0.027603210431596352,-0.013593665382423275,-1.407601312947356,1.9184632484774014,-0.03759638726137782,-0.06852951916468886,0
1900,-0.0996442444678329,-0.2916124672715625,-0.9584063549014484,1.0067321131459226,-0.11677358547681954,-0.2411680591618099,-1.0201358395169404,1.0553809823300515,0.03222516427448101,0.015848104235501995,0.0300621128393883,0.028970361120679067,0.4736752982311201,-1.3474050139027947,0.027603210431596352,-0.013593665382423275,-1.407601312947356,1.9184632484774014,-0.03759638726137782,-0.06852951916468886,0
2000,-0.0977600601444497,-0.2860820717368228,-1.0115540988055611,1.0557659191028141,-0.11677358547681954,-0.2411680591618099,-1.0201358395169404,1.0553809823300515,0.03222516427448101,0.015848104235501995,0.0300621128393883,0.028970361120679067,0.4736752982311201,-1.3474050139027947,0.027603210431596352,-0.013593665382423275,-1.407601312947356,1.9184632484774014,-0.03759638726137782,-0.06852951916468886,0
2100,-0.0944516397983616,-0.298112211112474,-1.042191033179317,1.0880965730643304,-0.11677358547681954,-0.2411680591618099,-1.0201358395169404,1.0553809823300515,0.03222516427448101,0.015848104235501995,0.0300621128393883,0.028970361120679067,0.4736752982311201,-1.3474050139027947,0.027603210431596352,-0.013593665382423275,-1.407601312947356,1.9184632484774014,-0.03759638726137782,-0.06852951916468886,0
2200,-0.0962824906873089,-0.2871314960910073,-0.9755486853762948,1.021474449802749,-0.11677358547681954,-0.2411680591618099,-1.0201358395169404,1.0553809823300515,0.03222516427448101,0.015848104235501995,0.0300621128393883,0.028970361120679067,0.4736752982311201,-1.3474050139027947,0.027603210431596352,-0.013593665382423275,-1.407601312947356,1.9184632484774014,-0.03759638726137782,-0.06852951916468886,0
2300,-0.0983417020291609,-0.2765220195977185,-0.9950304628441357,1.0374107863658484,-0.11677358547681954,-0.2411680591618099,-1.0201358395169404,1.0553809823300515,0.03222516427448101,0.015848104235501995,0.0300621128393883,0.028970361120679067,0.4736752982311201,-1.3474050139027947,0.027603210431596352,-0.013593665382423275,-1.407601312947356,1.9184632484774014,-0.03759638726137782,-0.06852951916468886,0
2400,-0.0967018467261568,-0.3054776805746671,-1.0414903566426272,1.0896650969307562,-0.11677358547681954,-0.2411680591618099,-1.0201358395169404,1.0553809823300515,0.03222516427448101,0.015848104235501995,0.0300621128393883,0.028970361120679067,0.4736752982311201,-1.3474050139027947,0.027603210431596352,-0.013593665382423275,-1.407601312947356,1.9184632484774014,-0.03759638726137782,-0.06852951916468886,0
